,XLMiner : k-Means Clustering - Predicted Clusters,,,,,,,,,,,,Date: 03-Jul-2016 17:42:04,,
0,2007,2,257355.7464,47654.69807,101901,0,1,2,1,17898,22,100,1,4433,0
0,2008,2,326738.9347,25292.04721,34182,0,1,1,1,0,0,0,0,3967,0
0,2009,2,353147.1768,48973.82518,7371,0,1,1,1,1375,4,0,0,4505,0
0,2010,2,180049.4755,124921.9683,178733,0,3,1,1,26465,22,1800,4,4537,1
0,2011,2,271856.4983,33241.75281,87553,0,3,1,1,15681,14,0,0,4547,0
0,2012,2,345848.3861,41792.40705,14614,0,1,1,1,2275,3,0,0,4567,1
0,2013,2,267119.6082,58465.55048,91259,0,5,1,1,60609,12,0,0,4531,0
0,2014,2,336797.2784,33851.82576,23997,0,1,1,1,250,2,250,2,4204,0
0,2015,2,322030.2794,17133.1733,37202,0,1,1,1,15000,4,0,0,4511,0
0,2016,2,307513.0747,68918.50018,53232,888,4,1,1,80696,65,22100,45,3831,1
0,2017,2,304774.7511,1047.971419,54594,0,3,1,1,14402,14,0,0,4233,0
0,2018,2,302918.3119,10271.79887,57474,0,2,1,1,5535,7,0,0,4364,0
0,2019,2,339991.7251,35547.67115,20111,0,1,1,1,5653,12,0,0,4468,1
0,2020,2,311983.3134,25068.80885,45950,0,4,1,1,38921,22,750,2,4302,1
0,2021,2,292915.7906,18526.23069,67948,0,1,1,1,2750,5,650,3,4226,1
1,2022,1,141400.0266,164554.9254,216498,0,4,1,1,43083,24,2500,5,4440,0
0,2023,2,260391.6764,47688.02145,100649,0,1,1,1,4000,3,500,1,4457,1
0,2024,2,306467.9175,1957.483131,52713,0,3,1,1,16273,13,100,1,4449,0
0,2025,2,172057.5033,141044.7908,186892,0,5,1,1,63444,13,500,1,3732,0
0,2026,2,347231.8336,42697.35811,11690,0,3,1,1,17615,17,0,0,4417,1
0,2027,2,217369.8309,91351.22698,144697,0,1,1,1,2000,1,0,0,4420,0
0,2028,2,286021.0816,25282.48935,75179,0,1,1,1,1015,2,0,0,4118,0
0,2029,2,340875.2449,37513.51214,19850,0,1,1,1,500,1,500,1,4376,1
0,2030,2,264386.6209,42642.21357,96154,0,1,1,1,7052,15,0,0,4433,0
0,2031,2,304480.2604,8922.548539,55778,0,1,1,1,6500,12,500,1,3704,0
0,2032,2,323804.6302,19816.21985,36227,0,2,1,1,7230,14,0,0,3736,0
0,2033,2,267484.7221,41850.03753,93848,0,1,1,1,1600,4,1500,3,4475,0
0,2034,2,317123.8962,18788.62988,41153,0,4,1,1,28686,15,0,0,4404,0
0,2035,2,340010.9304,36858.50902,20789,0,1,1,1,0,0,0,0,4279,0
0,2036,2,239535.7483,68999.71812,121992,6057,1,1,1,3200,4,600,2,4257,0
0,2037,2,322741.594,20970.54077,37911,0,1,1,1,2250,11,0,0,4385,0
1,2038,1,124260.0604,181304.5639,233656,0,4,1,1,41941,14,500,1,4266,0
0,2039,2,319764.5074,19727.49384,41133,0,1,1,1,635,3,0,0,4419,1
0,2040,2,297767.5631,10403.61278,60864,0,3,1,1,23364,19,50,1,4436,1
0,2041,2,270704.3762,38574.81313,90526,0,1,1,1,2000,9,0,0,4488,0
0,2042,2,344024.1304,39354.20298,15148,0,1,1,1,15148,3,0,0,269,0
0,2043,2,355279.721,51266.59153,5393,0,1,1,1,0,0,0,0,4517,0
0,2044,2,358620.449,53889.97072,434,0,1,1,1,15530,5,0,0,3628,1
0,2045,2,278459.8085,26761.41909,81055,0,3,1,1,14344,14,0,0,4610,0
0,2046,2,329423.1643,27149.32989,31360,0,1,1,1,821,7,0,0,4488,0
0,2047,2,201087.828,105181.2623,156885,0,4,1,1,38601,19,0,0,4534,1
0,2048,2,355085.3656,50209.5416,4148,0,1,3,1,13504,18,0,0,4607,1
0,2049,2,295636.7628,9617.470746,63820,0,3,1,1,13981,15,0,0,4608,0
1,2050,1,33441.49712,325456.5444,379744,2081,1,1,1,19191,17,1850,11,4608,1
0,2051,2,284712.8498,27083.03826,76659,0,1,1,1,0,0,0,0,4608,1
0,2052,2,317515.6728,19653.77249,40724,0,4,1,1,29481,14,0,0,4007,1
0,2053,2,213907.6436,91865.51097,146173,0,3,1,1,13871,17,0,0,4414,1
0,2054,2,334704.9633,31841.54585,26055,0,1,1,1,647,9,0,0,4464,0
0,2055,2,360493.4464,56211.70611,68,0,1,1,1,590,1,0,0,3937,0
0,2056,2,310418.5362,11308.49114,50001,0,1,1,1,4853,12,0,0,4023,0
0,2057,2,236541.7082,68428.1035,122506,0,3,1,1,21022,13,0,0,4408,1
0,2058,2,233685.0063,72829.18293,126886,0,2,1,1,9120,17,0,0,4044,0
0,2059,2,317424.9805,16727.30025,42342,0,1,1,1,11408,23,11408,23,4331,0
0,2060,2,299751.2826,9017.99558,58898,0,1,1,1,23050,15,50,1,4328,1
0,2061,2,314034.2571,10054.10079,45735,0,1,1,1,10085,3,0,0,4239,0
0,2062,2,281000.2877,27577.34774,77225,0,4,1,1,30646,15,0,0,4282,0
0,2063,2,301306.0889,16278.07103,59874,0,1,1,1,0,0,0,0,3986,1
0,2064,2,329967.0138,27784.18594,30868,0,1,1,1,405,3,0,0,4226,1
0,2065,2,326395.9472,24068.75131,34257,0,1,1,1,2010,4,0,0,4309,0
0,2066,2,317417.917,14125.72608,42639,0,2,1,1,7366,12,0,0,4181,0
0,2067,2,357140.0534,59082.78314,771,0,1,1,1,40256,4,0,0,4203,1
0,2068,2,270648.3193,36144.27456,89708,0,1,1,1,8000,4,0,0,3173,0
0,2069,2,284243.9849,22550.73485,75892,0,2,1,1,8738,15,0,0,4160,1
0,2070,2,218449.9421,102302.189,140918,0,4,1,1,69760,32,0,0,3883,1
1,2071,1,117574.0549,421723.8576,475338,0,4,1,1,39680,22,700,4,3355,0
0,2072,2,346321.0426,42728.17057,14426,0,1,1,1,0,0,0,0,4096,0
0,2073,2,328691.1748,28289.87049,29559,0,4,1,1,28969,16,0,0,4236,1
0,2074,2,247081.3807,58971.39755,113113,0,3,1,1,10736,13,0,0,4307,0
0,2075,2,285052.0099,26458.556,73027,0,4,1,1,34002,19,0,0,4063,1
0,2076,2,343387.2777,39979.25076,17386,0,1,1,1,0,0,0,0,3771,0
0,2077,2,351330.3161,47380.66337,9310,0,1,1,1,500,1,500,1,4272,0
0,2078,2,349695.2696,45922.61475,11023,0,1,1,1,0,0,0,0,4328,0
0,2079,2,302545.0818,22850.75436,55406,0,4,1,1,38118,18,500,1,4310,1
0,2080,2,313414.6817,16699.24597,47638,0,1,1,1,0,0,0,0,3739,0
0,2081,2,329793.5306,25178.01559,30040,0,2,1,1,8636,8,500,1,3873,1
0,2082,2,335918.4591,32814.14013,24787,0,1,1,1,1000,1,0,0,3930,0
0,2083,2,319754.7665,17986.67521,40758,0,1,1,1,3500,4,1000,2,4299,0
0,2084,2,359911.3378,55736.40864,726,0,1,1,1,0,0,0,0,4268,1
0,2085,2,320259.7322,20301.85371,40686,0,1,1,1,260,2,0,0,4177,0
0,2086,2,343824.7529,39810.34024,16626,0,1,1,1,2500,13,0,0,4329,0
0,2087,2,341801.8046,38423.77228,18944,0,1,1,1,300,3,300,3,3932,0
0,2088,2,246665.4468,94005.45826,114949,0,5,1,1,87136,24,600,2,4294,1
0,2089,2,327627.5678,23709.40896,32522,0,1,1,1,5971,4,471,2,4042,0
0,2090,2,274393.8091,34240.20406,86533,0,1,1,1,3700,4,700,2,3600,0
0,2091,2,194565.7431,112296.4296,166470,0,2,1,1,9574,16,0,0,4194,0
0,2092,2,349922.8567,46136.83412,10797,0,1,1,1,0,0,0,0,3581,1
0,2093,2,226280.7594,83349.91956,131618,0,4,1,1,46473,16,0,0,4274,0
0,2094,2,282341.0064,23617.11831,77523,1112,1,1,1,11050,5,1000,2,4274,1
0,2095,2,311413.2702,6655.18724,47905,0,3,1,1,14575,16,2000,4,4245,1
0,2096,2,332174.8155,29846.49547,28695,0,1,1,1,0,0,0,0,4173,0
0,2097,2,344844.2267,40298.24762,15253,0,2,1,1,5427,8,0,0,4373,0
0,2098,2,166465.3092,139502.3343,193818,0,3,1,1,16327,13,0,0,3768,1
0,2099,2,330201.8384,27761.32245,30556,0,1,1,1,950,5,550,3,4361,0
0,2100,2,337866.5576,34276.5522,22678,0,1,1,1,2125,7,0,0,4068,0
0,2101,2,269236.2757,36336.24097,89430,0,3,1,1,24314,18,0,0,1547,0
0,2102,2,332377.9163,27985.30249,26522,0,3,1,1,18479,13,0,0,4358,1
0,2103,2,300952.1113,14243.6025,59913,0,1,1,1,2210,5,150,1,3481,0
0,2104,2,344183.5764,40599.50302,16516,0,1,1,1,500,1,0,0,4275,0
0,2105,2,309941.0213,6353.268765,49050,0,3,1,1,18436,16,0,0,2426,0
0,2106,2,330437.4642,54509.23502,27981,0,5,1,1,63004,17,0,0,2921,1
0,2107,2,355618.1802,51432.74121,4939,0,1,1,1,1000,1,0,0,2515,1
0,2108,2,333942.4985,29510.50838,26077,0,1,1,1,6768,4,0,0,3487,1
0,2109,2,250179.3605,57567.76656,110893,0,1,1,1,4653,6,0,0,3645,0
0,2110,2,303870.372,9548.890385,56455,0,1,1,1,6000,3,0,0,4218,0
0,2111,2,328011.8571,25662.30121,32699,0,1,1,1,1500,2,500,1,3167,0
0,2112,2,249716.6075,55484.48856,109790,0,1,1,1,16108,4,0,0,3123,0
0,2113,2,201402.6935,145444.3923,166681,0,5,1,1,107645,25,0,0,3287,1
0,2114,2,215567.2513,91225.78253,145233,0,1,1,1,9366,5,4866,3,2626,1
0,2115,2,358036.5904,53275.65557,1054,0,1,1,1,15147,3,0,0,3133,1
0,2116,2,332742.1123,28833.36615,27532,0,1,1,1,4639,13,0,0,3939,0
0,2117,2,297953.0486,12607.10735,62464,0,1,1,1,5675,16,500,1,3820,0
0,2118,2,356626.4874,52560.47304,4041,0,1,1,1,0,0,0,0,3344,0
0,2119,2,331942.6887,27678.61929,28138,0,1,1,1,6330,29,0,0,3847,1
0,2120,2,327900.3284,26234.9741,33010,0,1,1,1,0,0,0,0,3915,0
0,2121,2,315351.6269,17617.0743,45687,0,1,1,1,45,2,0,0,2269,0
0,2122,2,347753.5397,44080.88309,12981,0,1,1,1,0,0,0,0,4246,1
0,2123,2,193782.5789,114435.3818,168246,1514,1,1,1,4600,4,100,2,4103,1
0,2124,2,282707.8693,26282.30627,75505,0,4,1,1,30850,17,500,1,4007,0
0,2125,2,304387.9361,6623.65265,55591,0,2,1,1,8817,13,0,0,3693,0
0,2126,2,320588.1032,39069.41874,37358,0,4,1,1,50488,19,0,0,3967,1
0,2127,2,326341.654,22487.82753,33803,0,1,1,1,6100,34,0,0,4079,0
0,2128,2,357851.9814,53379.26283,2500,0,1,1,1,2500,1,0,0,3717,0
0,2129,2,221181.0705,87010.91152,140527,0,1,1,1,3500,14,0,0,4023,0
0,2130,2,355312.8493,51297.03053,5360,0,1,1,1,0,0,0,0,4392,0
0,2131,2,235237.5826,70114.6678,124430,0,2,1,1,15523,17,1200,8,4054,1
1,2132,1,117915.5992,188335.9251,240007,0,4,1,1,46771,14,0,0,4048,0
1,2133,1,116997.3574,190708.0191,245021,0,3,1,1,13639,15,180,1,3984,0
0,2134,2,305797.8881,58643.24953,53518,0,5,1,1,73933,30,400,1,3930,1
0,2135,2,239449.8151,69860.3792,122545,0,1,1,1,269,4,250,1,3834,1
0,2136,2,168453.5196,138652.2689,192889,0,1,1,1,10500,5,0,0,4096,0
1,2137,1,130151.2401,176390.9863,227776,0,4,1,1,47286,19,2276,5,3980,0
0,2138,2,320078.3267,36782.43055,37833,0,4,1,1,48172,15,500,1,3551,1
0,2139,2,311573.5114,8269.195846,48256,0,1,1,1,9690,2,0,0,3979,0
0,2140,2,259782.0211,45460.65685,99704,2704,2,1,1,15750,12,0,0,4106,0
1,2141,1,54808.66078,340861.2918,394999,0,1,1,1,4150,5,150,3,3599,0
0,2142,2,278953.3961,32066.5357,82497,0,1,1,1,0,0,0,0,3565,0
0,2143,2,345505.8927,42560.73386,15326,7663,1,1,1,0,0,0,0,4140,0
0,2144,2,328145.0312,25952.32841,32619,0,1,1,1,1070,7,0,0,3846,0
0,2145,2,303778.5003,13089.3755,57017,0,1,1,1,2495,11,0,0,3854,0
1,2146,1,106233.265,198914.219,252741,0,4,1,1,29296,19,635,3,4189,0
0,2147,2,309214.0306,9701.449622,49375,0,3,1,1,23628,14,0,0,3797,0
0,2148,2,335494.6983,32753.22881,25341,0,1,1,1,38,4,0,0,3995,1
0,2149,2,313776.181,9865.757949,45150,0,3,1,1,18907,13,0,0,4141,0
0,2150,2,173770.7373,133228.0949,187462,0,1,1,1,10500,5,500,4,3953,0
0,2151,2,340589.4543,35728.12179,19132,0,2,1,1,9124,17,0,0,3915,0
0,2152,2,161243.1816,144809.2741,196967,0,3,1,1,38490,37,9550,20,4008,1
0,2153,2,347632.6512,43853.80276,13040,0,1,1,1,500,1,0,0,3972,0
0,2154,2,177709.6712,130329.4359,184301,0,1,1,1,6454,13,3954,12,4010,0
0,2155,2,324646.7605,23644.98034,36294,0,1,1,1,0,0,0,0,3956,0
0,2156,2,270642.3947,36467.61288,89840,0,2,1,1,7048,14,0,0,3819,0
0,2157,2,353587.8236,49374.77819,6914,0,1,1,1,1500,1,0,0,3915,1
0,2158,2,330166.6361,26645.53886,28493,0,3,1,1,21845,22,300,1,3932,1
0,2159,2,249984.0522,59348.05929,111793,0,1,1,1,500,1,0,0,4057,0
0,2160,2,341971.4255,38432.85719,18700,0,1,1,1,870,2,0,0,3995,0
0,2161,2,306223.3495,8305.76697,53957,0,1,1,1,7000,4,500,1,4133,0
0,2162,2,225640.9331,82136.50114,135770,0,1,1,1,4700,5,200,3,4215,1
0,2163,2,168344.1285,136968.7227,189784,0,4,1,1,35464,18,2197,4,4190,1
0,2164,2,297815.5085,30831.63166,60076,0,4,1,1,45582,9,0,0,3935,0
0,2165,2,356717.4902,52146.70149,3522,0,1,1,1,3522,4,0,0,3916,0
0,2166,2,324208.1012,23309.94821,36736,0,1,1,1,0,0,0,0,4134,0
0,2167,2,258488.6184,71433.70337,100634,0,1,3,1,69669,28,1540,12,4193,1
0,2168,2,271765.5227,35950.38289,88918,0,2,1,1,5537,14,0,0,4180,1
1,2169,1,114499.4527,190973.4967,245045,0,1,1,1,25039,16,500,1,4173,0
0,2170,2,320931.657,16840.24238,37948,0,3,1,1,19213,43,0,0,3914,1
0,2171,2,278765.88,28273.94024,81552,0,2,1,1,7703,8,0,0,3855,0
0,2172,2,242467.7384,64087.51228,118067,0,2,1,1,8715,12,0,0,3718,1
1,2173,1,90744.79209,214496.1846,268314,0,4,1,1,29968,14,500,1,3869,0
0,2174,2,222804.2615,91618.2676,135488,0,5,1,1,57787,16,0,0,4117,1
0,2175,2,291679.7414,14900.98566,68243,0,2,1,1,10012,22,903,3,3888,0
0,2176,2,302169.2082,6857.513194,56693,3953,2,1,1,20454,11,0,0,3893,1
0,2177,2,167132.2859,140769.5689,194875,0,1,1,1,7550,6,1050,3,3831,1
0,2178,2,152579.8665,152403.8471,206155,0,4,1,1,28447,17,0,0,3848,0
0,2179,2,324971.0947,21955.15511,35425,0,1,1,1,4125,19,0,0,3834,0
0,2180,2,199764.7616,107658.1459,161579,0,1,1,1,7688,21,5688,20,3811,0
0,2181,2,349315.7237,45412.85817,11314,1000,1,1,1,741,4,0,0,3845,1
0,2182,2,238900.8792,79348.54817,119531,0,5,1,1,60503,43,250,1,4002,0
0,2183,2,312044.0168,12484.25305,48433,0,1,1,1,4300,5,800,3,3673,1
0,2184,2,349304.149,44771.65686,10872,0,1,1,1,4500,27,0,0,3882,0
0,2185,2,251359.0863,55513.09369,109268,0,2,1,1,7401,17,750,1,4034,0
0,2186,2,253864.5952,51103.67059,105160,0,3,1,1,20458,21,0,0,3732,0
0,2187,2,266972.3293,46781.85528,90919,0,4,1,1,44430,17,0,0,3739,1
0,2188,2,310281.2833,11884.24829,50230,0,1,1,1,4149,9,800,4,3727,1
0,2189,2,284513.1041,20570.3415,74538,0,3,1,1,18835,21,0,0,2726,0
0,2190,2,355551.9653,50915.89593,4606,0,1,1,1,4320,6,0,0,3501,1
0,2191,2,297009.5349,10984.3549,61617,0,2,1,1,23495,13,0,0,3972,0
0,2192,2,345477.6721,41928.1545,15275,0,1,1,1,75,2,0,0,2761,0
0,2193,2,248902.0794,60410.80425,112891,0,1,1,1,500,1,500,1,3909,0
0,2194,2,318843.5052,15383.68564,41176,0,1,1,1,7624,7,2624,4,3729,1
0,2195,2,277758.1063,27260.26349,81251,0,1,1,1,19500,6,0,0,3958,1
0,2196,2,342609.9294,39197.82917,18142,0,1,1,1,220,4,0,0,3638,0
0,2197,2,341711.6411,45676.87461,16200,0,4,1,1,40455,17,0,0,3840,1
0,2198,2,351538.283,47302.91025,8913,0,1,1,1,2050,10,50,1,3630,0
0,2199,2,345334.3734,40439.73712,14372,0,2,1,1,9042,13,0,0,3557,1
0,2200,2,279950.361,35104.28772,77965,0,4,1,1,41126,33,2683,7,3120,1
0,2201,2,347559.6436,42738.89796,12271,500,2,1,1,7684,15,1000,2,4219,0
0,2202,2,308045.2375,25082.9271,49874,0,4,1,1,39976,13,0,0,4293,1
0,2203,2,325042.8567,22326.94616,35445,0,1,1,1,3379,9,0,0,4198,1
0,2204,2,269041.7528,38842.77948,91755,0,1,1,1,5026,8,751,3,2676,0
0,2205,2,325472.796,20582.15557,33753,0,3,1,1,14961,14,500,1,3335,1
0,2206,2,304883.5475,7876.87219,53750,0,3,1,1,23135,14,0,0,3736,0
0,2207,2,249063.7651,55941.0952,110132,0,1,1,1,19000,5,0,0,3271,1
0,2208,2,348445.0908,44623.13795,12221,0,1,1,1,511,4,0,0,3692,0
0,2209,2,295723.2303,18962.00601,65519,0,1,1,1,0,0,0,0,4150,0
0,2210,2,313579.9532,15708.19086,47291,0,1,1,1,1350,4,350,3,2336,1
0,2211,2,235704.4237,70374.78896,124564,0,3,1,1,11026,13,0,0,3840,0
0,2212,2,335612.1247,30787.93573,24111,0,2,1,1,9374,16,0,0,3802,1
0,2213,2,324697.2465,22050.59549,35801,0,1,1,1,3337,13,0,0,3743,1
0,2214,2,211082.2254,97470.16282,150972,0,1,1,1,2700,3,700,2,3645,1
1,2215,1,72540.77524,237722.8441,292023,0,1,1,1,14125,12,3250,7,3683,1
0,2216,2,313957.2226,16926.207,47090,0,1,1,1,0,0,0,0,3726,0
0,2217,2,359288.442,55061.02139,1300,0,1,1,1,454,11,0,0,3691,1
0,2218,2,250107.5641,55466.62995,109103,2370,1,1,1,19600,27,7600,24,3739,1
0,2219,2,258669.6394,46800.27544,101057,0,1,1,1,13650,11,2150,9,3600,1
0,2220,2,339774.419,36353.45245,20900,0,1,1,1,1000,1,0,0,3685,0
0,2221,2,314435.3545,17138.07766,46607,0,1,1,1,0,0,0,0,3727,0
0,2222,2,327749.9422,25618.52494,33017,0,1,1,1,1069,7,250,1,3814,0
0,2223,2,328352.5569,23624.77846,30729,0,3,1,1,16456,15,0,0,3795,1
0,2224,2,324945.2882,22244.31739,35546,0,1,1,1,3376,10,0,0,3739,0
0,2225,2,352818.2733,48849.94171,7845,0,1,1,1,265,3,0,0,3508,0
0,2226,2,334488.0127,30750.30725,25788,0,1,1,1,4650,13,4650,13,3687,1
0,2227,2,347015.1222,43066.75119,13543,0,1,1,1,1443,7,423,2,3811,1
0,2228,2,344035.0338,40362.4116,16618,0,1,1,1,897,5,0,0,3620,0
0,2229,2,348972.5386,44903.49537,11548,0,1,1,1,1634,7,0,0,3837,0
0,2230,2,337871.5329,33394.04751,22181,0,1,1,1,6245,15,0,0,3656,0
1,2231,1,136457.545,168553.6946,222312,0,4,1,1,29039,17,0,0,3721,0
0,2232,2,335493.1442,32099.95372,25080,0,1,1,1,2060,12,0,0,3795,0
0,2233,2,342198.7914,37780.96335,17964,0,1,1,1,5030,23,0,0,3783,1
0,2234,2,204596.9791,101066.3204,155385,0,3,1,1,15267,12,0,0,3624,0
0,2235,2,356688.5303,52619.08405,3977,0,1,1,1,0,0,0,0,3593,0
0,2236,2,346136.2807,42563.6118,14620,0,1,1,1,0,0,0,0,2833,0
0,2237,2,314163.2735,17016.54938,46882,0,1,1,1,0,0,0,0,3701,0
0,2238,2,357302.867,53201.08685,3350,0,1,1,1,65,3,0,0,3540,0
0,2239,2,357609.1973,53507.47363,3049,0,1,1,1,0,0,0,0,3613,0
0,2240,2,328495.1441,26611.53331,32377,0,1,1,1,250,2,250,2,3515,0
0,2241,2,351203.7032,47188.853,9396,0,1,1,1,860,5,350,2,3588,1
0,2242,2,257987.6198,49102.38235,102669,0,2,1,1,6760,14,306,2,3265,1
0,2243,2,332232.8936,27672.68119,26745,0,1,1,1,17547,9,0,0,3664,1
0,2244,2,237443.2963,69608.9496,120576,0,4,1,1,36635,14,0,0,3823,1
0,2245,2,353001.1403,49020.84912,7658,0,1,1,1,300,1,0,0,3231,0
0,2246,2,349573.9753,45783.9856,11136,0,1,1,1,100,1,0,0,3571,1
0,2247,2,189541.3566,121841.4502,168778,0,5,1,1,57060,20,500,1,3326,0
0,2248,2,234856.5812,70668.0456,124979,0,3,1,1,14267,14,0,0,3720,0
0,2249,2,325129.5138,23454.61254,35659,0,1,1,1,1102,9,0,0,3533,0
0,2250,2,303612.8854,3674.874294,55996,867,3,1,1,12165,14,0,0,3582,0
0,2251,2,292025.9336,34325.3661,65904,0,4,1,1,47224,35,5350,18,3655,1
0,2252,2,233421.722,88802.90955,125679,0,3,1,4,68151,27,650,1,3683,0
1,2253,1,123207.4791,185665.1472,235312,0,5,1,1,56685,16,0,0,3476,0
0,2254,2,296543.4394,16815.28565,64414,0,1,1,1,1952,12,0,0,2395,0
0,2255,2,324854.5353,20223.75252,34204,0,1,1,1,16862,9,1700,5,3596,1
0,2256,2,338432.4963,35414.42107,22384,0,1,1,1,0,0,0,0,3676,0
0,2257,2,347215.9162,43321.0022,13381,0,1,1,1,1150,2,150,1,3312,0
0,2258,2,349699.684,45821.36811,10959,0,1,1,1,500,1,0,0,3469,1
0,2259,2,331527.759,27387.83193,28607,0,1,1,1,5943,5,0,0,2895,0
0,2260,2,329432.676,25345.25626,30686,0,1,1,1,6161,2,0,0,3596,0
0,2261,2,352351.3985,48320.64924,8260,0,1,1,1,700,2,0,0,3673,0
0,2262,2,296763.8023,14587.86862,61584,0,4,1,1,27937,14,0,0,3783,0
0,2263,2,216742.0482,88600.72355,141594,0,2,1,1,30565,16,0,0,3776,0
0,2264,2,246510.8816,61105.86901,114549,0,1,1,1,5000,4,1000,2,3760,1
0,2265,2,294477.5292,12861.27189,64153,0,3,1,1,23563,19,0,0,3575,1
0,2266,2,350614.3379,46637.8748,10000,0,1,1,1,790,3,0,0,3564,0
0,2267,2,338861.8529,35550.92296,21839,0,1,1,1,853,3,119,1,3638,1
0,2268,2,179464.2669,128871.4536,182704,5513,1,1,1,5850,12,3100,10,3820,1
0,2269,2,267102.6229,38262.22201,92551,0,3,1,1,13755,13,500,1,3895,0
0,2270,2,308692.4984,19997.91741,49353,0,4,1,1,34656,14,0,0,3540,1
0,2271,2,338789.9648,35333.40372,21843,0,1,1,1,1411,9,0,0,3177,1
0,2272,2,326780.7867,25081.90517,34072,0,1,1,1,500,1,0,0,3879,0
0,2273,2,285397.0715,22594.69178,72962,0,4,1,1,28055,16,0,0,3869,1
0,2274,2,259565.7797,45394.59946,99502,0,3,1,1,19678,28,600,2,4182,0
0,2275,2,345666.2089,41147.81698,13250,0,3,1,1,17778,14,0,0,3861,1
0,2276,2,259946.6918,60345.19349,98232,0,5,1,1,56687,14,500,1,3867,0
0,2277,2,262925.0634,86742.88624,98895,0,4,1,1,89709,17,500,1,3854,1
0,2278,2,242576.618,66709.90517,119340,1000,1,1,1,400,5,400,5,3855,1
0,2279,2,329002.3028,24153.7846,30171,0,1,3,1,15370,13,0,0,3853,0
0,2280,2,255016.6651,52678.36871,105957,0,1,1,1,4881,12,0,0,3859,0
0,2281,2,337860.6931,33990.98843,22548,0,1,1,1,3225,9,0,0,3852,0
0,2282,2,270085.7433,35599.75359,89761,0,3,1,1,11965,13,0,0,3845,1
0,2283,2,293446.131,13109.47887,65263,0,1,1,1,22500,4,0,0,3844,0
0,2284,2,230872.9823,92209.64611,128456,0,5,1,3,70125,28,0,0,3764,0
0,2285,2,325485.4408,23443.62713,35203,0,1,1,1,1800,16,1800,16,3832,0
0,2286,2,299069.4198,16461.49032,62023,0,1,1,1,750,4,550,1,3819,0
0,2287,2,316479.9573,16322.45403,44197,0,1,1,1,2500,1,0,0,3831,0
0,2288,2,253649.0591,58398.57408,104245,0,4,1,1,45589,14,0,0,3810,0
1,2289,1,105384.5902,200181.3743,252520,0,4,1,1,43392,17,500,1,3818,0
0,2290,2,275555.5183,33666.95463,85496,0,1,1,1,2799,7,2711,6,3820,0
0,2291,2,310252.9217,9329.838969,49874,0,1,1,1,7200,9,1700,4,3817,1
0,2292,2,249240.0185,55751.9132,109649,0,3,1,1,22136,13,0,0,3812,0
0,2293,2,325026.2841,20070.46482,34379,0,3,1,1,13051,20,150,1,3805,1
0,2294,2,303958.3148,12001.67947,56688,0,1,1,1,3550,10,1050,9,3812,1
0,2295,2,309216.1913,16476.54996,48970,0,4,1,1,30872,14,0,0,3817,1
0,2296,2,288906.0756,63537.95846,70789,0,5,1,1,76661,29,150,1,3810,1
0,2297,2,335893.5536,31656.66473,24277,0,2,1,1,5330,5,0,0,3796,0
0,2298,2,338497.0953,34277.80795,20308,0,3,1,1,19526,13,0,0,3797,1
0,2299,2,249202.5736,56946.19893,111041,0,3,1,1,10252,12,0,0,3875,0
0,2300,2,332142.072,27808.00111,27904,0,2,1,1,6622,17,0,0,3793,0
0,2301,2,232185.7655,74683.66979,128620,0,2,1,1,7747,12,0,0,3789,0
0,2302,2,292748.5793,21659.42697,65340,2454,3,1,1,33795,11,500,1,3775,1
0,2303,2,333105.0463,29106.3513,27135,0,1,1,1,4908,11,0,0,3783,0
0,2304,2,327878.1122,25758.82962,32898,0,1,1,1,1000,1,0,0,3777,0
0,2305,2,161031.3086,144755.7353,196922,0,4,1,1,40170,18,0,0,3755,0
0,2306,2,162064.3373,143068.4774,196175,0,4,1,1,33886,13,0,0,3775,0
0,2307,2,349178.2706,45281.27093,11457,0,1,1,1,705,3,0,0,3767,0
0,2308,2,182601.1316,123550.8539,175344,0,4,1,1,40152,19,0,0,3770,0
0,2309,2,352883.5997,62983.37277,5154,0,5,1,1,54657,28,0,0,3769,1
0,2310,2,346505.6754,41622.44801,13232,0,1,1,1,8668,16,0,0,3753,1
0,2311,2,271652.2704,34119.67342,88232,0,1,1,1,11550,5,550,3,3729,1
0,2312,2,282372.1291,37666.35494,75526,0,4,1,1,46421,14,0,0,3712,1
0,2313,2,307182.6653,15308.72977,53935,0,1,1,1,0,0,0,0,3743,0
0,2314,2,342379.9894,39042.73641,18402,0,1,1,1,0,0,0,0,3746,0
0,2315,2,336039.962,33219.93131,24784,0,1,1,1,100,1,0,0,3729,0
0,2316,2,296311.3148,8673.04966,62903,0,3,1,1,16434,13,0,0,3732,0
0,2317,2,277785.3277,32432.36196,80272,0,4,1,1,34744,14,550,2,3728,1
0,2318,2,349086.4259,44131.33151,10458,0,1,2,1,10458,12,0,0,3726,0
0,2319,2,170154.1118,134924.0689,188184,0,4,1,1,32170,13,0,0,3707,1
0,2320,2,274370.2687,40362.44381,83524,0,4,1,1,43152,18,0,0,3694,0
0,2321,2,349925.1175,46138.60074,10794,0,1,1,1,0,0,0,0,3712,0
0,2322,2,310420.2312,9994.811515,49807,0,2,1,1,6393,20,0,0,3718,0
0,2323,2,341142.5459,36186.21373,18266,0,3,1,1,12254,15,0,0,3713,1
0,2324,2,270479.6806,36213.94862,87851,0,4,1,1,28969,17,0,0,4026,0
